"model_id","date","segment","observed","q05","q20","q35","q50","q65","q80","q95"
"exdqlm_multivar_synth_keep","2021-10-25","history","3.09923612322976","0.0305819748686205","0.787918706653706","1.23106314316161","5.08156300457554","57.0021204887175","452.576647937054","2219209287331830."
"exdqlm_multivar_synth_keep","2021-10-26","history","1.41460314114697","0.000000000000160434629713983","0.419229918277524","0.702830102637469","5.58808454910684","28.5826192989227","110.990188033643","625231544522622."
"exdqlm_multivar_synth_keep","2021-10-27","history","0.899477213496615","0.0274400341743677","0.334246566574973","0.541278771862258","6.05642017043942","24.0983623148612","613625078613.372","137408955953504."
"exdqlm_multivar_synth_keep","2021-10-28","history","0.708396918106204","0.0000000000647550990629440","0.167496578177510","0.265185577163000","2.16284022515884","10.7713676969021","26.7766848141360","127122585936.205"
"exdqlm_multivar_synth_keep","2021-10-29","history","0.611851453720677","0.000676190155076388","0.157202010554365","0.249542005911149","2.58386822095727","10.3757350507520","23.8530725204744","126911403107.337"
"exdqlm_multivar_synth_keep","2021-10-30","history","0.559842296508990","0.0000000000415432058752679","0.150288815079055","0.234200469746113","2.12040734291842","9.52149185444453","25.2639594779897","178051299605.968"
"exdqlm_multivar_synth_keep","2021-10-31","history","0.523603264334366","0.0000000000307662558913622","0.154479638112191","0.302048695494756","2.92476574929132","11.2368678857806","1261769747.89439","236934845863.194"
"exdqlm_multivar_synth_keep","2021-11-01","history","0.730462315212770","0.00431280870425433","0.157829560942324","0.341110623026910","3.29814597381153","11.1606988313443","26.2220259385102","263587037036.903"
"exdqlm_multivar_synth_keep","2021-11-02","history","0.864309647371096","0.0000000000113985369347759","0.208034000510384","0.347866043770393","3.47258763655051","14.8848434201021","1228572279.30375","1003558261930.95"
"exdqlm_multivar_synth_keep","2021-11-03","history","0.662749469699745","0.00113438141515729","0.195468863047261","0.313057627135394","2.90166492740123","12.3111614266644","1196350537.93343","645768360030.846"
"exdqlm_multivar_synth_keep","2021-11-04","history","0.608775222343418","0.00473139509530052","0.203629014399058","0.331845643608771","3.27615114377943","13.9692152850439","34.5045614768005","599914081175.301"
"exdqlm_multivar_synth_keep","2021-11-05","history","0.567898453590398","0.0000000000311205107173059","0.166440833527354","0.288964865463667","3.51552923720002","12.9242588201270","1334870768.48176","227853779890.077"
"exdqlm_multivar_synth_keep","2021-11-06","history","0.533617590496223","0.00490889805455065","0.174282005117443","0.281340972349087","3.22320159291724","11.8069082770579","29.5677233103158","250579750046.940"
"exdqlm_multivar_synth_keep","2021-11-07","history","0.506686585219815","0.00306397740647434","0.174403577045204","0.271038402651160","2.87876595662472","10.2109648710812","27.5510579354310","359930856777.135"
"exdqlm_multivar_synth_keep","2021-11-08","history","0.494672298354342","0.0137503852190291","0.166529747702204","0.277272815744648","2.80952118532059","10.5119311660590","27.9603414071354","648706623197.514"
"exdqlm_multivar_synth_keep","2021-11-09","history","1.50028624873640","0.00000000000469373304167587","0.256491422295160","0.400570641762843","2.97865484642483","16.1312163359228","7741114342.70484","4434490900677.90"
"exdqlm_multivar_synth_keep","2021-11-10","history","1.05688951689620","0.000379358391726882","0.233585506936077","0.390172226607230","3.44508514258328","15.4513508243719","5765857286.13131","4237581106208.30"
"exdqlm_multivar_synth_keep","2021-11-11","history","0.814155227623247","0.00932814131411167","0.230048687190785","0.378008029679574","3.40569556750480","14.1780230465784","43.6326054630784","5637961868116.47"
"exdqlm_multivar_synth_keep","2021-11-12","history","0.707001530102400","0.00220411420914080","0.200507786164792","0.319325624678318","3.32480348386412","12.2888233529976","2145877829.09962","982637102415.067"
"exdqlm_multivar_synth_keep","2021-11-13","forecast","0.645079778015392","0.0000000000101396506558526","0.165989095172703","0.267762278247497","3.15203805056213","11.7515141012798","1390843651.52473","930454904094.686"
"exdqlm_multivar_synth_keep","2021-11-14","forecast","0.602594223602068","0.00314039748685683","0.154463066240969","0.266421188738661","3.87124512604917","13.8937860926970","8602425139.70096","1716631612781.92"
"exdqlm_multivar_synth_keep","2021-11-15","forecast","0.575890227341676","0.00000000000267450908350248","0.152962727785241","0.291376267317734","3.69892477530589","12.4857599032723","8491621451.62976","2641582051746.14"
"exdqlm_multivar_synth_keep","2021-11-16","forecast","0.554977264267484","0.00603781899459798","0.159608879310555","0.401208283716147","3.70108654439741","11.8634999152379","28.3613431864815","3017149088904.73"
"exdqlm_multivar_synth_keep","2021-11-17","forecast","0.535276937977957","0.00000000000167650883582483","0.143438372793455","0.250617505225916","2.84348985901580","10.4094725514435","17101522087.7647","5307738890635.44"
"exdqlm_multivar_synth_keep","2021-11-18","forecast","0.521924416302326","0.00000000000151736903728110","0.137797190405189","0.247630017067619","2.57559345280184","12.1010161371168","6298770951.19158","5235584730889.88"
"exdqlm_multivar_synth_keep","2021-11-19","forecast","0.511791704815381","0.00241508035376366","0.148915551543084","0.250425368350032","3.30652919842711","12.4109013930158","7248664561.84429","8534034608256.28"
"exdqlm_multivar_synth_keep","2021-11-20","forecast","0.499838963115390","0.000290248254109135","0.148616531926623","0.246390717065051","3.58908268711271","11.3896874408434","41797610440.1420","12183193789018.5"
"exdqlm_multivar_synth_keep","2021-11-21","forecast","0.492944127597105","0.00761364057488826","0.150624932636670","0.310172619280122","3.17422832743000","10.8879104797921","44865535864.8836","14993098261589.9"
"exdqlm_multivar_synth_keep","2021-11-22","forecast","0.487741623294915","0.000000000000301582507922388","0.139553239720511","0.241773601302761","3.24881292395659","9.66218101862087","24.2545817223600","20569070475911.5"
"exdqlm_multivar_synth_keep","2021-11-23","forecast","0.480762578549163","0.000000000000256724493835324","0.139631936879368","0.232735852214473","3.04194661120222","9.77922676118131","27.1977308406607","23894597176284.4"
"exdqlm_multivar_synth_keep","2021-11-24","forecast","0.471969715593200","0.00228120395115796","0.131399814229789","0.233429726514036","3.78426481079072","9.73675284075201","27.3793519018260","29401525538267.2"
"exdqlm_multivar_synth_keep","2021-11-25","forecast","0.466656645965956","0.00693992210039855","0.129458984158052","0.220314231038560","3.80828322887190","9.85378043746303","50221693136.8366","42892156977952.8"
"exdqlm_multivar_synth_keep","2021-11-26","forecast","0.459528354608435","0.000000000000136176791686023","0.134427351815374","0.229798998027968","3.44680200826664","10.4872988904300","27.6090199205827","42264597802864.6"
"exdqlm_multivar_synth_keep","2021-11-27","forecast","0.454148591019099","0.00626958049517563","0.138729834144081","0.228904968775905","3.66646928754649","9.86082013795828","19502585227.9096","70730393292272.3"
"exdqlm_multivar_synth_keep","2021-11-28","forecast","0.448739728960038","0.0000000000000991457938022892","0.136288139436842","0.288406490340931","3.79301862718433","9.44663668580457","1139921887.62276","83160153970851.0"
"exdqlm_multivar_synth_keep","2021-11-29","forecast","0.445117499023910","0.0116546628193226","0.121034783758952","0.217535933784545","3.80869772797153","9.33361900948266","24.9177468348312","102470461976913."
"exdqlm_multivar_synth_keep","2021-11-30","forecast","0.441482100825146","0.0000000000000382373841372332","0.131124752550138","0.222098702093112","3.45749877525263","8.16236081619536","25.9962627383942","126900051064965."
